Source,SourceLong,Target,Dramatist,Play_Title,Play_Title_Short,Act,Scene,Line_Number,Speaker,Location,Line,Physical_Location,Location_Score,In_London_Or_London,Mentioned_as_Location,Purpose,Location1,Location_General,Location_Specific,Details
George Chapman.Goosecap,George Chapman.Goosecap.3.1.32,3118,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,32,Rudesby,Highgate,"ride down such a hill as Highgate is, in such a frost as this,",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Highgate,Highgate,Highgate' is noted here instead of the 'hill' referred to because Highgate is atop a hill.
George Chapman.Goosecap,George Chapman.Goosecap.3.1.34,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,34,Foulweather,France,"God's precious, Sir Cut., your Frenchman never",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.37,4004,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,37,Goosecap,England,"again, there's ne'er a paltry English frost on them all should",TRUE,(4) Europe,FALSE,FALSE,Nationality,England,,England,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.39,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,39,Rudesby,France,"Go to, you French zanies, you! You will follow",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.40,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,40,Rudesby,France,"the French steps to long, till you not be able to set one sound",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.45,4004,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,45,Foulweather,England,"An, and English women, too, Sir Giles!",TRUE,(4) Europe,FALSE,FALSE,Nationality,England,,England,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.46,4004,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,46,Rudesby,England,Thou art still prating against English women; I,TRUE,(4) Europe,FALSE,FALSE,Nationality,England,,England,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.47,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,47,Rudesby,France,"have seen none of the French dames, I confess, but your",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.48,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,48,Rudesby,France,"greatest gallants, for men, in France were here lately, I am",TRUE,(4) Europe,FALSE,TRUE,Location,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.55,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,55,Foulweather,France,"lords tack for courtship, and yet the French lords put them",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.61,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,61,Rudesby,France,"As how, good left-handed François?",TRUE,(4) Europe,FALSE,FALSE,Language,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.65,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,65,Foulweather,France,"her thus, sir, and with a most quaint French start in his",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.76,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,76,Foulweather,France,a million they were in France; they would renew all our,TRUE,(4) Europe,FALSE,TRUE,Location,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.87,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,87,Rudesby,France,"Frenchman, that spent itself all in sparks, and would sooner",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.92,4004,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,92,Goosecap,England,great Frenchman; [would] to God little England had never,TRUE,(4) Europe,FALSE,TRUE,Location,England,,England,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.92,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,92,Goosecap,France,great Frenchman; [would] to God little England had never,TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.95,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,95,Foulweather,France,love with Frenchmen now of a sudden?,TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.107,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,107,Rudesby,France,"Why, thou sayst the Frechmen took him away!",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.108,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,108,Goosecap,France,"Frenchmen! Ay, so they did too, but yet, and",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.116,2115,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,116,Foulweather,London,"But how chance you are so far from London now,",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.128,3102,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,128,Will,Barnet,"you at Barnet this morning of purpose, because they would",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Barnet,Barnet,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.156,1234,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,156,Will,Furnifall's house,"night to your lord's house, Captian, the Lord Furnifall; and",FALSE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Furnifall's house,"Marked as 'not physical' due to it having no specific location mentioned (unlike, for example, Lovewit's house being specifically in 'the Friars'). This location is also assumed to be in London, due to Foulweather's cry of 'to London!' at III.1.270."
George Chapman.Goosecap,George Chapman.Goosecap.3.1.161,3007,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,161,Jack,Kent,"A Kentish lord, sir; his ancestors came forth of",TRUE,"(3) England, outside London",FALSE,FALSE,Nationality,England,Kent,Kent,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.162,3109,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,162,Jack,Canterbury,Canterbury.,TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Canterbury,Canterbury,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.163,3109,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,163,Foulweather,Canterbury,Out of Canterbury?,TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Canterbury,Canterbury,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.164,4004,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,164,Will,England,"Ay, indeed, sir, the best Tales in England are your",TRUE,(4) Europe,FALSE,TRUE,Location,England,,England,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.165,3109,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,165,Will,Canterbury,"Canterbury Tales, I assure ye!",TRUE,"(3) England, outside London",FALSE,FALSE,Descriptor,England,Canterbury,Canterbury,"Referencing both the location as a description for the tales, and Chaucer's 'Canterbury Tales' in a pun. Noted here as a descriptor."
George Chapman.Goosecap,George Chapman.Goosecap.3.1.190,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,190,Foulweather,France,"Oh France! Sir Cut., your Frenchman would",TRUE,(4) Europe,FALSE,FALSE,Oath,France,,France,"Given the inflection with which this line is likely said, 'Oh France!' reads as an oath or exclamation rather than a reference to France as a place."
George Chapman.Goosecap,George Chapman.Goosecap.3.1.190,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,190,Foulweather,France,"Oh France! Sir Cut., your Frenchman would",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.230,4004,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,230,Foulweather,England,"Remercie, my more than English pages!",TRUE,(4) Europe,FALSE,FALSE,Nationality,England,,England,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.232,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,232,Goosecap,France,"wit, that have never been in France, Captain.",TRUE,(4) Europe,FALSE,TRUE,Location,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.234,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,234,Foulweather,France,"almost French elixirs, will you help my lord to a fool so fit",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.264,6005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,264,Goosecap,Heaven,heaven!,FALSE,(6) Not on Earth,FALSE,FALSE,Oath,Heaven,,Heaven,The full phrase is 'by heaven!' which is a common oath.
George Chapman.Goosecap,George Chapman.Goosecap.3.1.269,4004,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,269,Goosecap,England,"English moon again while I live, I'll be sworn to ye!",TRUE,(4) Europe,FALSE,FALSE,Nationality,England,,England,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.270,2115,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,270,Foulweather,London,"Come, knights, to London! Horse, horse, horse!",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.271,4004,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,271,Rudesby,England,"In what a case he is with the poor English moon,",TRUE,(4) Europe,FALSE,FALSE,Nationality,England,,England,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.272,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,272,Rudesby,France,because the French moons (their torches) will be less in,TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.3.1.260-1,1229,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,1,260-1,Goosecap,Finsbury fields,"away faster than it needed, and run after it into Finsbury | fields i' th' calm evening to see the windmills go, and even",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Finsbury fields,
George Chapman.Goosecap,George Chapman.Goosecap.3.2.51,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,3,2,51,Clarence,France,"Busied to starch her French purls and her puffs,",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.4.1.31,4017,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,1,31,Kingcob,Spain,From the Spanish pike to the Spanish needle he,TRUE,(4) Europe,FALSE,FALSE,Nationality,Spain,,Spain,
George Chapman.Goosecap,George Chapman.Goosecap.4.1.31,4017,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,1,31,Kingcob,Spain,From the Spanish pike to the Spanish needle he,TRUE,(4) Europe,FALSE,FALSE,Nationality,Spain,,Spain,
George Chapman.Goosecap,George Chapman.Goosecap.4.1.32,4004,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,1,32,Kingcob,England,"shall play with any knight in England, lady.",TRUE,(4) Europe,FALSE,TRUE,Location,England,,England,
George Chapman.Goosecap,George Chapman.Goosecap.4.1.33,4017,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,1,33,Eugenia,Spain,"But not e converso, from the Spainish needle to the",TRUE,(4) Europe,FALSE,FALSE,Nationality,Spain,,Spain,
George Chapman.Goosecap,George Chapman.Goosecap.4.1.34,4017,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,1,34,Eugenia,Spain,Spanish pike.,TRUE,(4) Europe,FALSE,FALSE,Nationality,Spain,,Spain,
George Chapman.Goosecap,George Chapman.Goosecap.4.1.91,4008,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,1,91,Momford,Greece,I have brought her a little Greek to help me,TRUE,(4) Europe,FALSE,FALSE,Language,Greece,,Greece,
George Chapman.Goosecap,George Chapman.Goosecap.4.1.198,4004,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,1,198,Momford,England,"law in England, you shall perform it, too.",TRUE,(4) Europe,FALSE,TRUE,Location,England,,England,
George Chapman.Goosecap,George Chapman.Goosecap.4.2.4,4110,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,2,4,Furnifall,French court,"Sparkled about the heavenly Court of France,",TRUE,(4) Europe,FALSE,FALSE,Descriptor,France,French court,French court,
George Chapman.Goosecap,George Chapman.Goosecap.4.2.4,6005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,2,4,Furnifall,Heaven,"Sparkled about the heavenly Court of France,",FALSE,(6) Not on Earth,FALSE,FALSE,Descriptor,Heaven,,Heaven,
George Chapman.Goosecap,George Chapman.Goosecap.4.2.9,3123,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,2,9,Furnifall,Lancaster,"The Countess of Lancalier and her niece,",TRUE,"(3) England, outside London",FALSE,FALSE,Descriptor,England,Lancaster (?),Lancaster,"Recorded as Lancaster because no other location seems to fit, but done so with trepidation."
George Chapman.Goosecap,George Chapman.Goosecap.4.2.22,4010,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,2,22,Furnifall,Italy,New come from Italy; in quest of news,TRUE,(4) Europe,FALSE,TRUE,Location,Italy,,Italy,
George Chapman.Goosecap,George Chapman.Goosecap.4.2.30,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,2,30,Goosecap,France,I have heard in France they speak French as well as their,TRUE,(4) Europe,FALSE,TRUE,Location,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.4.2.30,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,2,30,Goosecap,France,I have heard in France they speak French as well as their,TRUE,(4) Europe,FALSE,FALSE,Language,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.4.2.35,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,2,35,Furniall,France,"With that Italianate Frenchman, and took time",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.4.2.35,4010,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,2,35,Furnifall,Italy,"With that Italianate Frenchman, and took time",TRUE,(4) Europe,FALSE,FALSE,Nationality,Italy,,Italy,
George Chapman.Goosecap,George Chapman.Goosecap.4.2.58,6005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,2,58,Goosecap,Heaven,"in't. By heaven, a most edible caparison!",FALSE,(6) Not on Earth,FALSE,FALSE,Oath,Heaven,,Heaven,
George Chapman.Goosecap,George Chapman.Goosecap.4.2.71,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,2,71,Foulweather,France,"By France, you do, my lord, for emphatical court-",TRUE,(4) Europe,FALSE,FALSE,Oath,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.4.2.168,1270,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,2,168,Goosecap,Old St Paul's Cathedral,Tother day I thought I had met him in Paul's; and he had,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Old St Paul's Cathedral,
George Chapman.Goosecap,George Chapman.Goosecap.4.2.170,6005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,2,170,Goosecap,Heaven,by heaven! Beg me?,FALSE,(6) Not on Earth,FALSE,FALSE,Oath,Heaven,,Heaven,
George Chapman.Goosecap,George Chapman.Goosecap.4.3.82,1264,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,4,3,82,Momford,Momford's house,I have invited her to supper here,FALSE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Momford's house,"Marked as 'not physical' due to it having no specific location mentioned (unlike, for example, Lovewit's house being specifically in 'the Friars'). This location is also assumed to be in London due to the central geographical location of the play."
George Chapman.Goosecap,George Chapman.Goosecap.5.1.29,5106,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,1,29,Tales,Caucasus Mountain,Caucasus so lively that at the first sight I started at it.,TRUE,"(5) World, outside Europe",FALSE,FALSE,Other,Caucasus Region,Caucasus Mountain,Caucasus Mountain,"Marked as 'Other' because Tales here is not purposefully referring to the place but to the giant Cacus of Greek and Roman mythology, as can be seen in the following lines."
George Chapman.Goosecap,George Chapman.Goosecap.5.1.30,5106,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,1,30,Momford,Caucasus Mountain,"The monster Caucasus, my lord? Caucasus is a",TRUE,"(5) World, outside Europe",FALSE,TRUE,Location,Caucasus Region,Caucasus Mountain,Caucasus Mountain,"Momford here corrects Tales, and is now referring to the location."
George Chapman.Goosecap,George Chapman.Goosecap.5.1.30,5106,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,1,30,Momford,Caucasus Mountain,"The monster Caucasus, my lord? Caucasus is a",TRUE,"(5) World, outside Europe",FALSE,TRUE,Location,Caucasus Region,Caucasus Mountain,Caucasus Mountain,
George Chapman.Goosecap,George Chapman.Goosecap.5.1.47,1300,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,1,47,Goosecap,The New Exchange,"I bought 'em for nothing, madam, in th' Exchange.",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,The New Exchange,
George Chapman.Goosecap,George Chapman.Goosecap.5.1.49,1300,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,1,49,Tales,The New Exchange,"Indeed, madam, in th' Exchange they so honour",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,The New Exchange,
George Chapman.Goosecap,George Chapman.Goosecap.5.2.219,6005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,2,219,Eugenia,Heaven,"See, Heaven, the soul thou gav'st is in this hand;",FALSE,(6) Not on Earth,FALSE,TRUE,Location,Heaven,,Heaven,
George Chapman.Goosecap,George Chapman.Goosecap.5.2.221,6006,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,2,221,Eugenia,Hell,"Which Fortune, Death, nor Hell, shall ever loose.",FALSE,(6) Not on Earth,FALSE,TRUE,Location,Hell,,Hell,
George Chapman.Goosecap,George Chapman.Goosecap.5.2.237,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,2,237,Bullaker,France,"Indeed, page, if you were in France, you would",TRUE,(4) Europe,FALSE,TRUE,Location,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.5.2.239,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,2,239,Bullaker,France,"son in France dares say 'I protest,' till he be one and thirty",TRUE,(4) Europe,FALSE,TRUE,Location,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.5.2.292,6005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,2,292,Momford,Heaven,"Now all heaven's quire of angels sing amen,",FALSE,(6) Not on Earth,FALSE,FALSE,Descriptor,Heaven,,Heaven,
George Chapman.Goosecap,George Chapman.Goosecap.5.2.314,6005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,2,314,Furnifall,Heaven,"Heaven bless you for it, lady, and your choice!",FALSE,(6) Not on Earth,FALSE,FALSE,Oath,Heaven,,Heaven,
George Chapman.Goosecap,George Chapman.Goosecap.5.2.324,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,2,324,Foulweather,France,"By France, my lord, I am not griev'd a whit,",TRUE,(4) Europe,FALSE,FALSE,Oath,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.5.2.325,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,2,325,Foulweather,France,"Since Clarence hath her; he hath been in France,",TRUE,(4) Europe,FALSE,TRUE,Location,France,,France,
George Chapman.Goosecap,George Chapman.Goosecap.5.2.359,4004,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,2,359,Momford,England,An English mastiff and a fine French page.,TRUE,(4) Europe,FALSE,FALSE,Nationality,England,,England,
George Chapman.Goosecap,George Chapman.Goosecap.5.2.359,4005,George Chapman,"Sir Giles Goosecap, Knight",Goosecap,5,2,359,Momford,France,An English mastiff and a fine French page.,TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.0",1201,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,0,Stage Direction,(Touchstone's?) goldsmith's shop,"At the middle door, GOLDING discovering a goldsmith's shop and walking short turns before it.",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,(Touchstone's?) Goldsmith's shop,"Marked as 1 due to it being located somewhere in Goldsmith's Row in Cheapside. Although it may not be a specific place, it is able to be given a specific location (similarly to Lovewit and Fitzdottrel's houses)."
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.6",4005,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,6,Touchstone,France,wilt swear faster than a French footboy and talk more bawdily than a common,TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.16",1280,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,16,Touchstone,Ruffians' Hall/West-Smithfield,"Heyday, Ruffians' Hall! Sword, pumps, here's",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Ruffians' Hall/West-Smithfield,"A field in West Smithfield in the triangle of Holborn, Alderstage Street, and Charterhouse Street. (Van Fossen, 1979)"
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.27",3214,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,27,Quicksilver,Land owned by others,Must not their land fly? And to whom? Shall not your Worship ha' the refusal?,TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Country spaces,Land owned by others,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.28",2115,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,28,Quicksilver,London,"Well, I am a good member of the city if I were well considered. How would",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.31",2115,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,31,Quicksilver,London,"but by white meat and cunning secondings? Well, the city might consider us.",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.32",2001,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,32,Quicksilver,Any London tavern,I am going to an ordinary now: the gallants fall to play; I carry light gold with,FALSE,(2) General London Location,TRUE,TRUE,Location,England,London,Any London tavern,"Spoken of in a more general way, this is marked as 'General London location' as a result. No specific 'ordinary' is mentioned."
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.40",1304,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,40,Touchstone,Touchstone's shop,"little shop, fought low, took small gain, kept no debt book, garnished my shop",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Touchstone's shop,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.40",1304,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,40,Touchstone,Touchstone's shop,"little shop, fought low, took small gain, kept no debt book, garnished my shop",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Touchstone's shop,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.42",1304,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,42,Touchstone,Touchstone's shop,thy shop and thy shop will keep thee'; 'Light gains make heavy purses'; ''Tis,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Touchstone's shop,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.42",1304,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,42,Touchstone,Touchstone's shop,thy shop and thy shop will keep thee'; 'Light gains make heavy purses'; ''Tis,TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Touchstone's shop,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.50",2115,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,50,Quicksilver,London,"as any are in London, gentlemen of good phrase, perfect language, passingly",TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,London,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.59",1304,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,59,Golding,Touchstone's shop,"It is his shop, and here my master walks.",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Touchstone's shop,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.71",3207,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,71,Touchstone,Gertrude's land,"and despite hatred itself can cast upon it. Well, a piece of land she has, 'twas",FALSE,"(3) England, outside London",FALSE,TRUE,Location,England,Country spaces,Gertrude's land,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.77",1304,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,77,Touchstone,Touchstone's shop,"for thee, and only trust in thee. Look to the shop. As for you,",TRUE,(1) Specific London Location,TRUE,TRUE,Location,England,London,Touchstone's shop,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.92",2107,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,92,Quicksilver,Christ Church Parish,mother sold gingerbread in Christ Church.,TRUE,(2) General London Location,TRUE,TRUE,Location,England,London,Christ Church Parish,
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.1.110",3216,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,1,110,Golding,Moorfields,"already walking in Moorfields without a cloak, with half a hat, without a band,",TRUE,"(3) England, outside London",FALSE,TRUE,Location,England,Marshland north of London,Moorfields,Not in London at the time of writing. Now Finsbury Squre.
"George Chapman, Ben Jonson and John Marston.Eastward Ho","George Chapman, Ben Jonson and John Marston.Eastward Ho.1.2.0",4005,"George Chapman, Ben Jonson and John Marston",Eastward Ho!,Eastward Ho,1,2,0,Stage Direction,France,"Poldavy with a a fair gown, Scotch farthingale, and French fall in his arms;",TRUE,(4) Europe,FALSE,FALSE,Nationality,France,,France,
